8,29,8
8,30,4
9,0,5
9,1,14
9,2,23
9,3,20
9,4,2
9,5,27
9,6,14
9,7,17
9,8,4
9,9,7
9,10,27
9,11,19
9,12,14
9,13,13
9,14,14
9,15,12
9,16,17
9,17,4
9,18,26
9,19,2
9,20,14
9,21,24
9,22,27
9,23,23
9,24,13
9,25,9
9,26,10
9,27,26
9,28,17
9,29,0
9,30,12
10,0,21
10,1,16
10,2,9
10,3,7
10,4,18
10,5,18
10,6,5
10,7,6
10,8,7
10,9,25
10,10,13
10,11,29
10,12,13
10,13,20
10,14,27
10,15,8
10,16,4
10,17,16
10,18,28
10,19,4
10,20,27
10,21,14
10,22,10
10,23,24
10,24,17
10,25,5
10,26,7
10,27,3
10,28,29
10,29,11
10,30,18
11,0,6
11,1,7
11,2,8
11,3,10
11,4,22
11,5,5
11,6,18
11,7,0
11,8,14
11,9,2
11,10,28
11,11,18
11,12,22
11,13,3
11,14,10
11,15,5
11,16,12
11,17,15
11,18,3
11,19,28
11,20,29
11,21,6
11,22,23
11,23,23
11,24,26
11,25,7
11,26,27
11,27,0
11,28,11
11,29,2
11,30,28
12,0,26
12,1,15
12,2,8
12,3,11
12,4,16
12,5,16
12,6,21
12,7,14
12,8,24
12,9,27
12,10,14
12,11,22
12,12,23
12,13,20
12,14,8
12,15,11
12,16,5
12,17,23
12,18,1
12,19,25
12,20,2
12,21,2
12,22,7
12,23,3
12,24,14
12,25,21
12,26,27
12,27,1
12,28,16
12,29,29
12,30,14
13,0,6
13,1,4
13,2,15
13,3,6
13,4,13
13,5,23
13,6,14
13,7,19
13,8,22
13,9,11
13,10,18
13,11,8
13,12,27
13,13,1
13,14,21
13,15,28
13,16,14
13,17,2
13,18,3
13,19,3
13,20,19
13,21,29
13,22,4
13,23,3
13,24,20
13,25,5
13,26,19
13,27,10
13,28,15
13,29,4
13,30,22
14,0,1
14,1,25
14,2,22
14,3,13
14,4,21
14,5,11
14,6,2
14,7,25
14,8,17
14,9,18
14,10,19
14,11,24
14,12,25
14,13,7
14,14,3
14,15,11
14,16,6
14,17,25
14,18,15
14,19,4
14,20,10
14,21,18
14,22,13
14,23,0
14,24,1
14,25,20
14,26,24
14,27,9
14,28,7
14,29,25
14,30,22
15,0,19
15,1,29
15,2,26
15,3,9
15,4,27
15,5,10
15,6,5
15,7,6
15,8,22
15,9,25
15,10,24
15,11,8
15,12,10
15,13,6
15,14,11
15,15,14
15,16,27
15,17,12
15,18,3
15,19,20
15,20,19
15,21,16
15,22,23
15,23,2
15,24,21
15,25,4
15,26,9
15,27,9
15,28,19
15,29,13
15,30,26
16,0,23
16,1,2
16,2,29
16,3,20
16,4,3
16,5,29
16,6,19
16,7,24
16,8,6
16,9,8
16,10,5
16,11,17
16,12,19
16,13,25
16,14,19
16,15,29
16,16,18
16,17,24
16,18,9
16,19,8
16,20,1
16,21,10
16,22,20
16,23,12
16,24,26
16,25,12
16,26,0
16,27,29
16,28,18
16,29,20
16,30,18
17,0,4
17,1,18
17,2,17
17,3,21
17,4,9
17,5,24
17,6,10
17,7,5
17,8,18
17,9,12
17,10,10
17,11,20
17,12,1
17,13,3
17,14,22
17,15,13
17,16,1
17,17,17
17,18,18
17,19,17
17,20,9
17,21,5
17,22,4
17,23,9
17,24,11
17,25,17
17,26,24
17,27,1
17,28,21
17,29,3
17,30,4
18,0,2
18,1,9
18,2,8
18,3,20
18,4,12
18,5,0
18,6,6
18,7,19
18,8,0
18,9,26
18,10,20
18,11,20
18,12,3
18,13,24
18,14,18
18,15,26
18,16,24
18,17,15
18,18,17
18,19,24
18,20,22
18,21,20
18,22,17
18,23,23
18,24,29
18,25,23
18,26,24
18,27,16
18,28,22
18,29,25
18,30,10
19,0,28
19,1,2
19,2,23
19,3,11
19,4,27
19,5,24
19,6,28
19,7,21
19,8,1
19,9,13
19,10,17
19,11,24
19,12,23
19,13,7
19,14,23
19,15,3
19,16,4
19,17,7
19,18,4
19,19,7
19,20,5
19,21,2
19,22,6
19,23,5
19,24,15
19,25,5
19,26,28
19,27,21
19,28,7
19,29,4
19,30,2
20,0,19
20,1,28
20,2,28
20,3,27
20,4,0
20,5,11
20,6,10
20,7,5
20,8,13
20,9,11
20,10,28
20,11,11
20,12,10
20,13,17
20,14,20
20,15,3
20,16,27
20,17,15
20,18,28
20,19,18
20,20,20
20,21,5
20,22,28
20,23,8
20,24,24
20,25,4
20,26,11
20,27,16
20,28,25
20,29,6
20,30,25
21,0,14
21,1,13
21,2,6
21,3,27
21,4,0
21,5,12
21,6,4
21,7,13
21,8,29
21,9,2
21,10,1
21,11,9
21,12,0
21,13,9
21,14,29
21,15,24
21,16,21
21,17,20
21,18,4
21,19,18
21,20,23
21,21,3
21,22,23
21,23,9
21,24,5
21,25,1
21,26,8
21,27,9
21,28,27
21,29,4
21,30,6
22,0,1
22,1,3
22,2,15
22,3,4
22,4,26
22,5,0
22,6,16
22,7,8
22,8,8
22,9,10
22,10,24
22,11,15
22,12,1
22,13,21
22,14,19
22,15,24
22,16,29
22,17,22
22,18,29
22,19,27
22,20,11
22,21,14
22,22,18
22,23,12
22,24,16
22,25,22
22,26,4
22,27,29
22,28,14
22,29,28
22,30,10
23,0,15
23,1,27
23,2,19
23,3,21
23,4,8
23,5,18
23,6,0
23,7,25
23,8,27
23,9,20
23,10,19
23,11,12
23,12,0
23,13,4
23,14,4
23,15,15
23,16,3
23,17,28
23,18,11
23,19,0
23,20,2
23,21,4
23,22,5
23,23,2
23,24,6
23,25,13
23,26,7
23,27,14
23,28,10
23,29,4
23,30,23
24,0,15
24,1,5
24,2,0
24,3,10
24,4,18
24,5,28
24,6,0
24,7,11
24,8,16
24,9,17
24,10,7
24,11,24
24,12,20
24,13,11
24,14,2
24,15,8
24,16,3
24,17,12
24,18,22
24,19,27
24,20,20
24,21,12
24,22,2
24,23,5
24,24,19
24,25,16
24,26,14
24,27,16
24,28,1
24,29,20
24,30,5
25,0,3
25,1,26
25,2,19
25,3,14
25,4,4
25,5,26
25,6,13
25,7,26
25,8,28
25,9,26
25,10,25
25,11,21
25,12,14
25,13,5
25,14,6
25,15,24
25,16,26
25,17,14
25,18,14
25,19,13
25,20,4
25,21,20
25,22,3
25,23,9
25,24,28
25,25,29
25,26,20
25,27,12
25,28,11
25,29,5
25,30,22
26,0,15
26,1,15
26,2,28
26,3,15
26,4,23
26,5,8
26,6,13
26,7,12
26,8,21
26,9,15
26,10,29
26,11,7
26,12,21
26,13,14
26,14,2
26,15,7
26,16,11
26,17,23
26,18,26
26,19,8
26,20,18
26,21,26
26,22,1
26,23,16
26,24,27
26,25,22
26,26,5
26,27,25
26,28,28
26,29,4
26,30,19
27,0,6
27,1,21
27,2,6
27,3,23
27,4,20
27,5,8
27,6,25
27,7,5
27,8,8
27,9,22
27,10,13
27,11,15
27,12,7
27,13,20
27,14,19
27,15,12
27,16,1
27,17,14
27,18,28
27,19,4
27,20,4
27,21,14
27,22,22
27,23,29
27,24,23
27,25,8
27,26,12
27,27,24
27,28,14
27,29,27
27,30,19
28,0,2
28,1,15
28,2,20
28,3,25
28,4,20
28,5,14
28,6,19
28,7,24
28,8,22
28,9,9
28,10,17
28,11,26
28,12,27
28,13,26
28,14,25
28,15,25
28,16,12
28,17,28
28,18,16
28,19,10
28,20,11
28,21,3
28,22,29
28,23,10
28,24,21
28,25,19
28,26,13
28,27,16
28,28,4
28,29,20
28,30,14
29,0,9
29,1,8
29,2,24
29,3,25
29,4,24
29,5,23
29,6,11
29,7,28
29,8,4
29,9,23
29,10,13
29,11,15
29,12,21
29,13,27
29,14,0
29,15,26
29,16,5
29,17,6
29,18,0
29,19,24
29,20,10
29,21,27
29,22,23
29,23,15
29,24,13
29,25,22
29,26,27
29,27,1
29,28,24
29,29,19
29,30,29
30,0,17
30,1,18
30,2,6
30,3,9
30,4,10
30,5,14
30,6,13
30,7,22
30,8,15
30,9,12
30,10,3
30,11,24
30,12,18
30,13,7
30,14,26
30,15,15
30,16,10
30,17,15
30,18,25
30,19,21
30,20,22
30,21,3
30,22,18
30,23,2
30,24,5
30,25,20
30,26,13
30,27,22
30,28,4
30,29,17
30,30,21
31,0,8
31,1,28
31,2,15
31,3,28
31,4,24
31,5,21
31,6,2
31,7,10
31,8,26
31,9,12
31,10,7
31,11,14
31,12,10
31,13,23
31,14,26
31,15,2
31,16,6
31,17,21
31,18,8
31,19,8
31,20,10
31,21,26
31,22,14
31,23,4
31,24,15
31,25,10
31,26,8
31,27,18
31,28,11
31,29,14
31,30,21
32,0,24
32,1,6
32,2,26
32,3,16
32,4,0
32,5,12
32,6,18
32,7,12
32,8,4
32,9,12
32,10,28
32,11,15
32,12,9
32,13,11
32,14,3
32,15,0
32,16,13
32,17,9
32,18,15
32,19,11
32,20,29
32,21,2
32,22,16
32,23,3
32,24,26
32,25,17
32,26,9
32,27,6
32,28,20
32,29,5
32,30,6
33,0,22
33,1,18
33,2,13
33,3,20
33,4,27
33,5,26
33,6,16
33,7,29
33,8,4
33,9,10
33,10,19
33,11,17
33,12,9
33,13,29
33,14,2
33,15,16
33,16,10
33,17,9
33,18,2
33,19,21
33,20,17
33,21,12
33,22,28
33,23,8
33,24,17
33,25,21
33,26,15
33,27,7
33,28,14
33,29,21
33,30,24
34,0,9
34,1,4
34,2,19
34,3,21
34,4,3
34,5,23
34,6,27
34,7,9
34,8,5
34,9,5
34,10,8
34,11,20
34,12,1
34,13,18
34,14,0
34,15,12
34,16,22
34,17,11
34,18,23
34,19,15
34,20,12
34,21,28
34,22,6
34,23,13
34,24,1
34,25,28
34,26,8
34,27,4
34,28,14
34,29,17
34,30,1
35,0,18
35,1,25
35,2,1
35,3,27
35,4,13
35,5,9
35,6,0
35,7,5
35,8,28
35,9,24
35,10,9
35,11,16
35,12,3
35,13,19
35,14,25
35,15,22
35,16,2
35,17,6
35,18,29
35,19,23
35,20,19
35,21,18
35,22,15
35,23,3
35,24,0
35,25,3
35,26,22
35,27,14
35,28,1
35,29,27
35,30,16
36,0,2
36,1,14
36,2,3
36,3,0
36,4,0
36,5,10
36,6,19
36,7,28
36,8,28
36,9,17
36,10,7
36,11,6
36,12,15
36,13,18
36,14,23
36,15,23
36,16,6
36,17,3
36,18,20
36,19,18
36,20,3
36,21,27
36,22,20
36,23,15
36,24,14
36,25,1
36,26,26
36,27,24
36,28,3
36,29,1
36,30,21
37,0,26
37,1,0
37,2,18
37,3,4
37,4,2
37,5,10
37,6,20
37,7,2
37,8,19
37,9,4
37,10,11
37,11,27
37,12,12
37,13,5
37,14,11
37,15,29
37,16,28
37,17,7
37,18,2
37,19,18
37,20,12
37,21,28
37,22,19
37,23,10
37,24,13
37,25,29
37,26,28
37,27,2
37,28,17
37,29,27
37,30,29
38,0,13
38,1,24
38,2,9
38,3,29
38,4,14
38,5,7
38,6,21
38,7,2
38,8,22
38,9,5
38,10,4
38,11,19
38,12,16
38,13,0
38,14,7
38,15,29
38,16,22
38,17,23
38,18,23
38,19,8
38,20,11
38,21,16
38,22,11
38,23,0
38,24,22
38,25,19
38,26,16
38,27,18
38,28,8
38,29,23
38,30,18
39,0,10
39,1,1
39,2,0
39,3,5
39,4,17
39,5,4
39,6,0
39,7,28
39,8,16
39,9,17
39,10,11
39,11,28
39,12,14
39,13,19
39,14,1
39,15,12
39,16,9
39,17,4
39,18,18
39,19,18
39,20,18
39,21,1
39,22,8
39,23,9
39,24,4
39,25,2
39,26,1
39,27,13
39,28,1
39,29,13
39,30,3
40,0,17
40,1,23
40,2,14
40,3,11
40,4,2
40,5,5
40,6,27
40,7,6
40,8,1
40,9,20
40,10,18
40,11,16
40,12,7
40,13,15
40,14,12
40,15,16
40,16,1
40,17,0
40,18,8
40,19,11
40,20,2
40,21,1
40,22,27
40,23,18
40,24,19
40,25,15
40,26,25
40,27,6
40,28,22
40,29,7
40,30,1
41,0,9
41,1,9
41,2,9
41,3,13
41,4,1
41,5,0
41,6,11
41,7,25
41,8,3
41,9,14
41,10,5
41,11,0
41,12,24
41,13,4
41,14,28
41,15,24
41,16,23
41,17,26
41,18,29
41,19,2
41,20,0
41,21,7
41,22,1
41,23,6
41,24,20
41,25,20
41,26,13
41,27,7
41,28,17
41,29,2
41,30,11
42,0,2
42,1,11
42,2,19
42,3,4
42,4,6
42,5,21
42,6,15
42,7,21
42,8,29
42,9,26
42,10,15
42,11,18
42,12,19
42,13,7
42,14,29
42,15,21
42,16,25
42,17,14
42,18,8
42,19,5
42,20,15
42,21,20
42,22,8
42,23,20
42,24,24
42,25,6
42,26,21
42,27,6
42,28,26
42,29,27
42,30,13
43,0,3
43,1,18
43,2,6
43,3,21
43,4,16
43,5,0
43,6,9
43,7,9
43,8,7
43,9,9
43,10,29
43,11,5
43,12,9
43,13,0
43,14,24
43,15,6
43,16,5
43,17,2
43,18,19
43,19,10
43,20,19
43,21,26
43,22,21
43,23,4
43,24,8
43,25,13
43,26,6
43,27,27
43,28,26
43,29,18
43,30,4
44,0,11
44,1,12
44,2,14
44,3,12
44,4,15
44,5,28
44,6,11
44,7,22
44,8,28
44,9,2
44,10,4
44,11,5
44,12,3
44,13,22
44,14,4
44,15,27
44,16,26
44,17,24
44,18,14
44,19,11
44,20,18
44,21,27
44,22,12
44,23,10
44,24,6
44,25,10
44,26,3
44,27,0
44,28,16
44,29,24
44,30,20
45,0,11
45,1,13
45,2,8
45,3,4
45,4,6
45,5,18
45,6,16
45,7,26
45,8,28
45,9,23
45,10,16
45,11,17
45,12,20
45,13,0
45,14,26
45,15,26
45,16,24
45,17,0
45,18,7
45,19,17
45,20,5
45,21,29
45,22,14
45,23,3
45,24,1
45,25,19
45,26,14
45,27,17
45,28,12
45,29,8
45,30,12
46,0,7
46,1,0
46,2,29
46,3,0
46,4,27
46,5,25
46,6,4
46,7,24
46,8,6
46,9,7
46,10,7
46,11,5
46,12,3
46,13,9
46,14,0
46,15,3
46,16,16
46,17,24
46,18,16
46,19,14
46,20,19
46,21,4
46,22,16
46,23,16
46,24,24
46,25,27
46,26,17
46,27,27
46,28,13
46,29,7
46,30,27
47,0,20
47,1,26
47,2,14
47,3,23
47,4,15
47,5,12
47,6,2
47,7,26
47,8,16
47,9,8
47,10,26
47,11,12
47,12,14
47,13,24
47,14,8
47,15,13
47,16,0
47,17,16
47,18,2
47,19,10
47,20,15
47,21,8
47,22,25
47,23,4
47,24,8
47,25,18
47,26,11
47,27,24
47,28,27
47,29,1
47,30,1
48,0,5
48,1,19
48,2,19
48,3,24
48,4,14
48,5,0
48,6,8
48,7,28
48,8,24
48,9,0
48,10,21
48,11,28
48,12,16
48,13,8
48,14,15
48,15,27
48,16,29
48,17,23
48,18,15
48,19,9
48,20,12
48,21,1
48,22,10
48,23,4
48,24,25
48,25,27
48,26,11
48,27,2
48,28,19
48,29,22
48,30,1
49,0,29
49,1,27
49,2,16
49,3,0
49,4,22
49,5,28
49,6,28
49,7,29
49,8,26
49,9,24
49,10,11
49,11,18
49,12,9
49,13,6
49,14,29
49,15,8
49,16,25
49,17,23
49,18,19
49,19,15
49,20,1
49,21,17
49,22,16
49,23,25
49,24,9
49,25,24
49,26,12
49,27,19
49,28,7
49,29,1
49,30,20
50,0,26
50,1,7
50,2,15
50,3,14
50,4,18
50,5,27
50,6,25
50,7,2
50,8,6
50,9,27
50,10,17
50,11,10
50,12,13
50,13,2
50,14,17
50,15,18
50,16,5
50,17,11
50,18,2
50,19,17
50,20,21
50,21,28
50,22,4
50,23,14
50,24,12
50,25,18
50,26,9
50,27,7
50,28,20
50,29,28
50,30,25
51,0,12
51,1,23
51,2,10
51,3,13
51,4,11
51,5,15
51,6,14
51,7,20
51,8,0
51,9,3
51,10,10
51,11,23
51,12,3
51,13,11
51,14,29
51,15,19
51,16,10
51,17,11
51,18,29
51,19,26
51,20,12
51,21,0
51,22,15
51,23,1
51,24,24
51,25,21
51,26,21
51,27,2
51,28,13
51,29,26
51,30,27
52,0,16
52,1,17
52,2,23
52,3,29
52,4,9
52,5,28
52,6,13
52,7,20
52,8,26
52,9,17
52,10,5
52,11,11
52,12,19
52,13,19
52,14,19
52,15,12
52,16,9
52,17,8
52,18,4
52,19,7
52,20,1
52,21,26
52,22,3
52,23,25
52,24,4
52,25,28
52,26,12
52,27,25
52,28,29
52,29,28
52,30,8
